Ticker,Earning Date,^GSPC,^GSPC_pctchange_5,^GSPC_pctchange_10,^GSPC_pctchange_30,^RUT,^RUT_pctchange_5,^RUT_pctchange_10,^RUT_pctchange_30,^VIX,^VIX_pctchange_5,^VIX_pctchange_10,^VIX_pctchange_30,GC=F,GC=F_pctchange_5,GC=F_pctchange_10,GC=F_pctchange_30,CL=F,CL=F_pctchange_5,CL=F_pctchange_10,CL=F_pctchange_30,^TNX,^TNX_pctchange_5,^TNX_pctchange_10,^TNX_pctchange_30,^FVX,^FVX_pctchange_5,^FVX_pctchange_10,^FVX_pctchange_30
ABBV,2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2018-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMD,2021-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2018-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2018-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2020-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2021-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2018-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2021-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2018-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2021-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2021-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2019-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2020-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,2021-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2018-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,2021-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2018-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEE,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2020-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEP,2021-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2018-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,2021-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
