Ticker,Earning Date,date,RSI,MFI,adjclose_SMA_12,adjclose_SMA_30,adjclose_EWMA_12,adjclose_EWMA_30,adjclose_UpperBand,adjclose_LowerBand,SMA_12_SMA_30,EWMA_12_EWMA_30,UpperBand_LowerBand,nextday,lastday
A,2019-05-14,2019-05-15,26.803235952522854,27.40064572737714,0.8844914908181242,0.8684005432380381,0.8778087290044183,0.8587524645312186,0.8057763713911865,0.941579179976223,0.9818076852664772,0.978291097088072,1.1685365982506668,2019-05-16,2019-05-14
A,2019-08-14,2019-08-15,51.26415882333491,55.66309053184949,1.0236708640690038,0.9975058450745982,1.0010196697330547,0.9840438542275802,0.9366751393525639,1.0667863955785466,0.9744400080994765,0.9830414765875665,1.1389075579778027,2019-08-16,2019-08-14
A,2019-11-25,2019-11-26,71.0128798310244,53.03432961486295,1.0328987455087686,1.0547001491077121,1.012034675012355,1.0305083003286335,1.0107000192624835,1.1027056821759909,1.0211070094660681,1.0182539450202661,1.091031622796094,2019-11-27,2019-11-25
A,2020-02-18,2020-02-19,50.075533332544964,36.57612927383007,1.0090938266220235,0.9888123356164183,0.9871665575318568,0.9856783390909996,0.9403337167537787,1.0425612646278395,0.9799012832399361,0.9984924343014838,1.108714115055845,2020-02-20,2020-02-18
A,2020-05-21,2020-05-22,63.96132319266633,64.95445644484417,1.0450609159307143,1.0832837506684034,1.0335021412689394,1.063857107653181,1.0080572548077182,1.170643263424598,1.0365747433044594,1.0293709758036609,1.1612864823316926,2020-05-26,2020-05-21
A,2020-08-18,2020-08-19,59.2693708947379,60.88285860010411,1.0036971078489019,1.0237367296548336,0.9951344480844553,1.0156034426661196,0.9676327683550595,1.086747010204561,1.0199658060676096,1.0205690744814084,1.1230986028428858,2020-08-20,2020-08-18
A,2020-11-23,2020-11-24,66.39288716334585,65.62877830682982,1.039191641511859,1.0650436392965648,1.030863438816522,1.0540226450987777,1.0031400385515554,1.135089839777997,1.0248770262885247,1.0224658334074235,1.1315367706955106,2020-11-25,2020-11-23
A,2021-02-16,2021-02-17,67.9718253225368,71.1356156868211,1.0422384052363183,1.04181005420178,1.0265010054396966,1.04356418620436,0.9958193184571589,1.092254536259849,0.9995890085873,1.0166226634696325,1.0968400753181802,2021-02-18,2021-02-16
A,2021-05-25,2021-05-26,55.521667955614056,65.90218973224643,1.0157943089276504,1.0033094208611655,1.003572291247364,1.0078535998467844,0.9721520225563289,1.0365301326942773,0.9877092360562002,1.004266068958619,1.0662222663166017,2021-05-27,2021-05-25
AAL,2016-07-22,2016-07-25,63.68672954129811,73.54710321984416,1.0298207632040202,1.143343850587716,0.9965727835535259,1.0469850786293258,0.9416620067863448,1.4549626039274222,1.1102357725149163,1.0505856630923056,1.545100676720348,2016-07-26,2016-07-22
AAL,2016-10-20,2016-10-21,61.60978260595878,74.12103114812783,1.0245876063493828,1.0689695697052346,0.9854195305822092,1.015782906352008,0.9789970038161762,1.1771532494114467,1.043316904363098,1.030812638503176,1.2024074076047713,2016-10-24,2016-10-20
AAL,2017-01-27,2017-01-30,40.34779107836679,48.019505402253195,0.9465419740060467,0.94253820084788,0.9177230951208181,0.9198549338605603,0.9013176540199606,0.9877097747553807,0.9957701050052524,1.0023229651199543,1.095850913770637,2017-01-31,2017-01-27
AAL,2017-04-27,2017-04-28,43.35392552913097,54.63609494329722,0.953876534323271,0.9918701320903588,0.9297701928022019,0.9403274545400048,0.9171471567617996,1.0798489544494556,1.0398307290304005,1.0113547001393803,1.177399882328712,2017-05-01,2017-04-27
AAL,2017-07-28,2017-07-31,45.96219204774719,46.40802357820186,0.9732286111054621,0.9885480682843234,0.9553139668192189,0.9614917643500142,0.9220030191934027,1.0654460364274392,1.0157408619147152,1.006466771915169,1.1555776003418352,2017-08-01,2017-07-28
AAL,2017-10-26,2017-10-27,38.352373071945905,30.64261873436986,0.9275777589231721,0.9587808399749341,0.9167880343006032,0.9281982239219123,0.867188553102512,1.0720058947700202,1.0336393156817234,1.0124458317456269,1.2361854765434115,2017-10-30,2017-10-26
AAL,2018-01-25,2018-01-26,44.07812959260447,48.207378557696295,0.9385859671138289,0.9860035268233216,0.9337871687992795,0.9569007071350994,0.8954792998964132,1.0968882333245351,1.0505202095182637,1.024752469414996,1.2249174642578788,2018-01-29,2018-01-25
AAL,2018-04-26,2018-04-27,32.82586886228013,25.186423487238983,0.9479432529240353,0.8820421314160568,0.9250709111692146,0.8772789951254928,0.7703085834624435,1.0316890075864211,0.9304798875832501,0.9483370242576141,1.3393191115034762,2018-04-30,2018-04-26
AAL,2018-07-26,2018-07-27,53.85041613444998,58.26239164363844,1.0447485639630323,1.0200986353813566,1.0094054190771853,0.9903612317888256,0.934086619315714,1.1235573875697997,0.9764058746458847,0.9811332622864556,1.2028406834399221,2018-07-30,2018-07-26
AAL,2018-10-25,2018-10-26,40.1079161061589,28.827221434364432,1.0127397835390937,0.8919133589879102,0.9730427628176566,0.909806740775642,0.7188963055504419,1.1746063184588562,0.8806935142520554,0.9350120832727835,1.6339022879794713,2018-10-29,2018-10-25
AAL,2019-01-24,2019-01-25,57.542390368743106,62.68577542174984,1.0640573518046266,1.079274277268345,1.0410725625021935,1.0381421336329164,1.0090967792837018,1.1599423069131132,1.0143008508309357,0.9971851828827053,1.1494856893077072,2019-01-28,2019-01-24
AAL,2019-04-26,2019-04-29,52.57038166297147,46.26242305383945,0.9939418810550446,1.0275578324808203,0.9893830587298619,0.9965591060301212,0.9438641885064903,1.1275380747029702,1.0338208421100974,1.0072530525330317,1.1945977911155985,2019-04-30,2019-04-26
AAL,2019-07-25,2019-07-26,42.126674076384376,42.00215275384882,0.9399022574925165,0.9551764561746976,0.940746539236147,0.9479216044532432,0.9079970310141396,1.0075274720261165,1.0162508373189036,1.0076269908182942,1.1096153815622187,2019-07-29,2019-07-25
AAL,2019-10-24,2019-10-25,72.82322729090083,71.52684981534563,1.088952266147649,1.119589792844661,1.0748862237950523,1.0971642370383339,1.0310282664488,1.224795182889491,1.0281348665588415,1.0207259268470532,1.187935600551562,2019-10-28,2019-10-24
AAL,2020-01-23,2020-01-24,47.456419618670765,57.79491208240867,0.9954381326527808,0.9849150271162014,0.9882190122259554,0.982543375347203,0.9363791536824521,1.0387575375711082,0.9894286694557942,0.994256701390547,1.109334326256664,2020-01-27,2020-01-23
AAL,2020-04-30,2020-05-01,43.148309079568214,44.64995432309128,0.96661368861163,0.9234240969343402,0.9494494558513403,0.8582287137926754,0.7241008333799491,1.2741629913327854,0.9553186633024782,0.9039224873988998,1.7596485635643626,2020-05-04,2020-04-30
AAL,2020-07-23,2020-07-24,42.98560774139268,38.728469645585946,0.9653906215109939,0.8597740735155887,0.9572509284848528,0.908785493288901,0.665548611625026,1.2140745500446437,0.8905970851155586,0.9493701873210367,1.824171110627544,2020-07-27,2020-07-23
AAL,2021-01-28,2021-01-29,59.342732736319284,70.07968739816339,1.0603674564900387,1.0766690380416442,1.0508827505799736,1.079967196405254,0.9929634021578136,1.1757864388585997,1.0153735211806347,1.0276762044188361,1.1841186052814154,2021-02-01,2021-01-28
AAL,2021-04-22,2021-04-23,43.11793079352048,41.84928821599922,0.9620964915426762,0.9154909453493221,0.9727317965699407,0.9565306186375653,0.8174133264615283,1.040313293368231,0.9515583451316569,0.9833446608926487,1.2726894212400557,2021-04-26,2021-04-22
AAP,2016-08-16,2016-08-17,35.42745704577712,40.4247620656476,0.9497817178449186,0.9538591498773348,0.923632089696546,0.9264859039809965,0.9207715390565684,0.989413381879364,1.004293020128528,1.003089773857238,1.0745481804239156,2016-08-18,2016-08-16
AAP,2016-11-14,2016-11-15,75.1657578832974,60.1644629721312,1.1554498016360075,1.1441892916327774,1.0928608374902593,1.0955277298850619,1.0642028198166733,1.237176636044801,0.9902544359890958,1.0024402854446932,1.162538393064891,2016-11-16,2016-11-14
AAP,2017-02-21,2017-02-22,37.975697469383505,54.127554320924745,0.9851217842993174,0.9627205111861833,0.9493017810019297,0.9365945247475813,0.9092440113069424,1.022880452540232,0.9772604022465432,0.9866141025871281,1.1249790373322879,2017-02-23,2017-02-21
AAP,2017-05-24,2017-05-25,29.04598018032968,22.28935708185128,0.9176317312345036,0.9171141376934133,0.8973923285830926,0.8832325438233919,0.8682783831397302,0.9717707534999284,0.9994359463350359,0.9842211880927735,1.119192614223523,2017-05-26,2017-05-24
AAP,2017-08-15,2017-08-16,31.39260950980075,35.41660513096046,0.858234735328653,0.871150391329145,0.8550945050689746,0.8186647241790956,0.780981638932918,0.9848578010583375,1.0150490949256976,0.9573967781643734,1.2610511591591096,2017-08-17,2017-08-15
AAP,2017-11-14,2017-11-15,59.97600716946171,57.67808364378216,1.1025651589394059,1.069676252249685,1.0394329827202353,1.0228110493930758,0.9632694295893426,1.2025106767615052,0.9701705550705431,0.9840086531758313,1.2483637908805587,2017-11-16,2017-11-14
AAP,2018-02-21,2018-02-22,49.3434398471994,46.30576666564189,1.0107255360432683,0.9703453318319697,0.9686024335005105,0.9650567742164655,0.8918134572631238,1.0640435533451686,0.960048299195668,0.9963394070039335,1.1931234549998828,2018-02-23,2018-02-21
AAP,2018-05-22,2018-05-23,62.984000780388875,41.060343333716,1.034728906274613,1.0806727827226434,1.005532933635437,1.0260951935929732,0.9830098562375645,1.1998821717053025,1.044401848802547,1.020449116353847,1.2206206927546068,2018-05-24,2018-05-22
AAP,2018-08-14,2018-08-15,76.7202143309774,74.71696240746894,1.0782553352675037,1.1066629798165493,1.0335301948813718,1.067555480494763,1.0365680776013115,1.1869253557738304,1.0263459346036974,1.032921423855736,1.1450529699124594,2018-08-16,2018-08-14
AAP,2018-11-13,2018-11-14,60.21251703986394,71.033691182892,1.0503045045639001,1.0682015176877142,1.0052770546350005,1.0259914263313685,1.0046859057772572,1.1402899308917291,1.0170398327780619,1.0206056346366017,1.1349715610965643,2018-11-15,2018-11-13
AAP,2019-02-19,2019-02-20,54.53233160966766,76.46855150967686,1.0076279244067305,1.0232784546310332,0.9732958646252405,0.9848065520125688,0.9703063526560385,1.0823683780774622,1.0155320528989085,1.0118265039498142,1.1154913859057751,2019-02-21,2019-02-19
AAP,2019-05-22,2019-05-23,44.43420599392726,53.812942666842034,1.006688099888818,0.9618046062207978,0.9638959232172956,0.9476096280993758,0.8747760297286811,1.0680626276197196,0.955414697290077,0.983103678804285,1.2209555261259135,2019-05-24,2019-05-22
AAP,2019-08-13,2019-08-14,25.458639339173757,26.230858199393182,0.9409589440399069,0.8958389175525143,0.9139328510392632,0.8840688196560482,0.820622064485916,0.9862356349360515,0.9520488893025719,0.9673236044100444,1.2018146691606266,2019-08-15,2019-08-13
AAP,2019-11-12,2019-11-13,42.7321374252223,44.353269282762916,0.9609501070741711,0.9739648911754895,0.9369028929843676,0.9451603254255125,0.9221009990598266,1.0320106922994468,1.0135436626787468,1.0088135414064547,1.1191948532228941,2019-11-14,2019-11-12
AAP,2020-02-18,2020-02-19,49.77738680321891,48.70765188339351,1.0406044938399337,0.9903779491411046,0.9942040227454124,0.9637881531824813,0.889765883355716,1.1166448050478148,0.9517333002152545,0.9694068130211944,1.2549872117330843,2020-02-20,2020-02-18
AAP,2020-05-19,2020-05-20,67.87927917641966,65.33588708975532,1.0811973780079196,1.1357861131614353,1.0420752856511002,1.0954772456927153,1.0100286620085424,1.2973129896361573,1.050489148664136,1.051245779241611,1.2844318566725832,2020-05-21,2020-05-19
AAP,2020-08-18,2020-08-19,69.34022436562287,77.06316735601959,1.0335052411242924,1.0775572250945933,1.001969083946964,1.0374678450835346,0.9805971230070348,1.1957958865323413,1.0426238612223961,1.0354289984644374,1.2194568579452814,2020-08-20,2020-08-18
AAP,2020-11-10,2020-11-11,55.92800774169793,59.5770841217636,1.0231236214577424,1.0143481515367316,0.9880717491875655,0.9925043020018424,0.9735236400200799,1.0587464644854643,0.9914228645131782,1.0044860637073385,1.0875405803844955,2020-11-12,2020-11-10
AAP,2021-02-16,2021-02-17,54.434599677358094,79.40855282940001,1.0319824467933794,1.0060117542492353,1.0040652518432893,0.9986023726865008,0.9228401245593488,1.1056601721657586,0.9748341722043419,0.9945592389072726,1.1981058720151612,2021-02-18,2021-02-16
AAP,2021-06-02,2021-06-03,44.40131714279745,51.05571412945574,0.9930812244338063,0.9642934568731693,0.9687788152423995,0.9627191977264681,0.9111371390272504,1.024036388445595,0.9710116686809278,0.9937450970019248,1.1239102705646247,2021-06-04,2021-06-02
AAPL,2016-07-26,2016-07-27,67.12160128103181,64.34059387425046,1.0411521999076425,1.0634268511119873,0.9685919513174551,0.9773013352130999,1.0153764947172113,1.1162508544872305,1.021394231512281,1.0089917987484807,1.0993467549178526,2016-07-28,2016-07-26
AAPL,2016-10-25,2016-10-26,53.02927058563164,65.61834221747681,0.986866167384024,1.0046120174446487,0.9258875809769644,0.9420703070204166,0.9717468044407122,1.0397781004105604,1.0179820229400156,1.0174780679382012,1.0700092819024023,2016-10-27,2016-10-25
AAPL,2017-01-31,2017-02-01,86.27277645262775,64.28843608427451,1.060165336911105,1.0818783375971317,0.9915891852819965,1.0133675902574526,1.0346733474426923,1.1335965074986163,1.0204807683575936,1.0219631328162,1.0956081069454657,2017-02-02,2017-01-31
AAPL,2017-05-02,2017-05-03,68.79500677324017,53.49533539551366,1.0218236361048618,1.0271059634893653,0.9585356380073048,0.9713411681565884,1.0016207177335994,1.0539219625470593,1.0051695098819984,1.013359472138047,1.0522166164172437,2017-05-04,2017-05-02
AAPL,2017-08-01,2017-08-02,68.83899210898088,63.78761225069288,1.038381439310032,1.063183882578082,0.984954062547914,0.9959233210649342,1.0144434046584512,1.116844370828129,1.0238856766204627,1.0111368224510335,1.1009430054938893,2017-08-03,2017-08-01
AAPL,2017-11-02,2017-11-03,74.6827026014027,60.18831431857541,1.0639228157164586,1.090667761579391,0.9984872763981628,1.0217121831354015,1.0206913181747908,1.1709453010570716,1.0251380508697163,1.0232600928286415,1.1472080541950396,2017-11-06,2017-11-02
AAPL,2018-02-01,2018-02-02,24.843901136555132,36.20443173212907,0.9352967117970001,0.9280605675474366,0.9027286729814968,0.8915394244043624,0.8853772349298412,0.9750678115600127,0.9922632634560848,0.9876050812253708,1.101302103884881,2018-02-05,2018-02-01
AAPL,2018-05-01,2018-05-02,59.523056862096446,56.7192762848355,1.0469095519162026,1.0401523102598644,1.0014843252539505,0.9940298228012585,0.9873198054773805,1.0989587294219563,0.993545534431346,0.9925565460539767,1.1130727078756382,2018-05-03,2018-05-01
AAPL,2018-07-31,2018-08-01,70.34635648223579,60.666712044380276,1.046078514247883,1.0649561675447292,1.0047364754483763,1.0167462998019963,1.0209129815574312,1.11297081879937,1.0180461151239866,1.0119532082760911,1.0901720703967366,2018-08-02,2018-07-31
AAPL,2018-11-01,2018-11-02,40.283092507246515,42.57227816882236,0.9561289677187119,0.9397816720814067,0.9235129123300412,0.9158819713272552,0.8954814572454836,0.9886931469797661,0.9829026248662781,0.9917370500174894,1.104091144467696,2018-11-05,2018-11-01
AAPL,2019-01-29,2019-01-30,58.58403086702239,64.7311870768158,1.063498944280286,1.0675915743829336,1.0234406395642501,1.0066757919883482,1.0000024082731536,1.1449796047062164,1.003848269078835,0.9836191304822137,1.1449768472892137,2019-01-31,2019-01-29
AAPL,2019-04-30,2019-05-01,70.94149807529814,65.25757432974788,1.031109890565606,1.063531259029452,1.004109546735145,1.0354409191078537,0.9967010334618284,1.1399677202407856,1.03144317473869,1.0312031416040035,1.143740883142612,2019-05-02,2019-04-30
AAPL,2019-07-30,2019-07-31,67.67160005057232,64.14800274752965,1.027899969506808,1.0473118047404049,1.0013045722726643,1.0221797509914685,1.0059072436415877,1.092271229316151,1.0188849458210518,1.0208479810208233,1.0858568085879452,2019-08-01,2019-07-30
AAPL,2019-10-30,2019-10-31,70.83675448056883,67.42864379406885,1.027852414630827,1.0738721943591911,1.0069830890720188,1.0426400337462833,0.9860675843341423,1.1788424891829055,1.0447727505168074,1.03540967575446,1.195498673631927,2019-11-01,2019-10-30
AAPL,2020-01-28,2020-01-29,70.24014104780792,66.58949599304844,1.024841055110618,1.0752219991097731,1.0124905185207544,1.0533065001455513,0.9786817969707888,1.1928926199562282,1.0491597636022858,1.0403124581200314,1.2188768848551834,2020-01-30,2020-01-28
AAPL,2020-04-30,2020-05-01,57.56694873275097,53.581270869863005,1.0259076968717236,1.0880286755680402,1.010599468508971,1.0336462517029161,0.9509739001417724,1.2712403992628727,1.0605522103847553,1.0228050616610238,1.3367773806130268,2020-05-04,2020-04-30
AAPL,2020-07-30,2020-07-31,73.80008427375567,54.60729314713026,1.1025751465355038,1.1294181763730267,1.0851191690821818,1.1217172156510185,1.0461987281482052,1.2270210629692218,1.0243457599437724,1.0337272141268983,1.1728374638163401,2020-08-03,2020-07-30
AAPL,2020-10-29,2020-10-30,40.36437546413159,19.518003630617955,0.9412137903668362,0.9451129842173571,0.9390367496163474,0.9338579621577068,0.8848738571431144,1.0141529834798564,1.0041427291975835,0.9944850002294836,1.146098932964445,2020-11-02,2020-10-29
AAPL,2021-01-27,2021-01-28,57.22620928132931,51.30361009822726,1.0175102550826352,1.0365190280536156,0.9963319497131761,1.0289099224099205,0.9660581856774905,1.1180668401388112,1.0186816524708506,1.0326979102759106,1.1573493778272974,2021-01-29,2021-01-27
AAPL,2021-04-28,2021-04-29,57.985618802124286,50.940733061874525,0.9982487186277054,1.0405390088207849,0.9962810640675459,1.0170332834509108,0.9535439549466083,1.1450013732857536,1.0423644823218166,1.0208296836423238,1.2007850999903467,2021-04-30,2021-04-28
ABBV,2016-07-29,2016-08-01,72.51982226484515,54.13629561957046,1.0393468688071241,1.0669830538368488,0.7985922105168332,0.813630685154122,0.9967089082627881,1.1479184045708535,1.026589953613314,1.0188312313083496,1.1517087838330007,2016-08-02,2016-07-29
ABBV,2016-10-28,2016-10-31,23.5495980299618,33.38874964039138,0.9238157995836452,0.902152879569102,0.7237740296716552,0.7059916844864911,0.852265210041791,0.9582440616455563,0.9765506067071958,0.9754310814478503,1.1243496160057602,2016-11-01,2016-10-28
ABBV,2017-01-27,2017-01-30,43.230919683833136,31.916243212886087,0.9880373614455703,0.9798590508035223,0.7781526329124474,0.7730986964419392,0.9537008929556882,1.007492610691808,0.9917226706588478,0.993505211886783,1.056403132400778,2017-01-31,2017-01-27
ABBV,2017-04-27,2017-04-28,66.29706370459861,66.57303222752888,1.021903165630475,1.0195182890957077,0.8078331851268044,0.811090063030034,1.0004160766190022,1.039364187226593,0.9976662401928309,1.0040316218288536,1.0389319119492957,2017-05-01,2017-04-27
ABBV,2017-07-28,2017-07-31,39.282486161813544,41.85020405551796,0.9636668327183984,0.9710355140686325,0.7794067029195098,0.7830092881412019,0.9429734316919689,1.000819032009308,1.007646503023714,1.0046222148310984,1.0613438283341103,2017-08-01,2017-07-28
ABBV,2017-10-27,2017-10-30,53.17264959702982,51.8190447891709,0.9807711325150114,1.0099028347896968,0.7995322810142065,0.8196468377767534,0.9434664166291413,1.086404581766168,1.0297028545283367,1.0251579044901498,1.151503182961957,2017-10-31,2017-10-27
ABBV,2018-01-26,2018-01-29,85.35088676390895,86.68114880886613,1.1412087106120947,1.204830831671782,0.9109930261928232,0.9607895125967836,1.0635491386096052,1.3893982698632739,1.0557497681783057,1.0546617646592393,1.3063790091350707,2018-01-30,2018-01-26
ABBV,2018-04-26,2018-04-27,55.87653075965902,61.352891545338196,1.05533402135343,1.0349225659589194,0.860108314242995,0.8352877643190888,0.9053121408886501,1.2078456766771064,0.980658772500925,0.9711425299431602,1.3341759401254587,2018-04-30,2018-04-26
ABBV,2018-07-27,2018-07-30,44.21440789671387,35.72554056404634,0.9872610309677263,0.9779533633888413,0.821609046051411,0.806166884636935,0.9265302338271534,1.0354199549245642,0.9905722323813778,0.9812049763951723,1.1175241963207478,2018-07-31,2018-07-27
ABBV,2018-11-02,2018-11-05,42.342664774129354,49.21731930031448,1.0108948754123368,0.9367831742039876,0.8404223220064704,0.7998587396055197,0.8288421152831578,1.0770484254619528,0.9266870344177779,0.9517342872282272,1.2994615085335042,2018-11-06,2018-11-02
ABBV,2019-01-25,2019-01-28,31.34164054432793,22.465901100602807,0.9008603329817907,0.8955605667558071,0.7710494180396271,0.7570460297874188,0.8359730739130363,0.964294724322548,0.9941169945751283,0.9818385334006067,1.1534997410967578,2019-01-29,2019-01-25
ABBV,2019-04-25,2019-04-26,49.926664853994964,41.052715482553666,1.0018284023998552,0.9961268623639387,0.8618952696994477,0.8551181114356495,0.9620849303235854,1.0326662070008714,0.994308865647791,0.9921369121028341,1.07336283362587,2019-04-29,2019-04-25
ABBV,2019-07-26,2019-07-29,35.76780807669117,21.38010138213633,0.9835896889814713,0.9474860727704736,0.8581040225208557,0.8268935325513112,0.856842098687178,1.0595770584654485,0.9632940273617715,0.9636285471802621,1.2366071416062465,2019-07-30,2019-07-26
ABBV,2019-11-01,2019-11-04,81.03462037645541,84.33335373779967,1.0555613353737268,1.1013565920109274,0.9333890303489082,0.9676804137065222,1.0168322629147122,1.2012071066945673,1.0433847424138425,1.0367385754949312,1.1813227712222185,2019-11-05,2019-11-01
ABBV,2020-02-07,2020-02-10,72.66771259069668,55.12934220235953,1.1094415419275694,1.0903025164329834,0.974306110040251,0.9796982245614915,1.0207260437993646,1.170058009676796,0.9827489554237049,1.0055343125386103,1.1462997508338137,2020-02-11,2020-02-07
ABBV,2020-05-01,2020-05-04,53.02747443114979,56.40528170705478,0.9892348354068634,1.0530892311232656,0.9093302667167098,0.9227849287491061,0.9151432513087651,1.240003713645957,1.064549279332788,1.0147962324854496,1.3549831809092208,2020-05-05,2020-05-01
ABBV,2020-07-31,2020-08-03,47.41922758614184,34.09599298850357,0.98536436272576,0.987129813819208,0.9145337197796355,0.9160369037128179,0.9549095874646604,1.0216002947666756,1.0017916733750796,1.0016436615738395,1.069839813294872,2020-08-04,2020-07-31
ABBV,2020-10-30,2020-11-02,58.638124481259645,39.169343391123896,1.0511061281380272,1.0361838549581708,0.9783883810593993,0.9605717390670081,0.9948410438258521,1.0811118390330636,0.9858032668820128,0.9817898062392162,1.086718170448055,2020-11-03,2020-10-30
ABBV,2021-02-03,2021-02-04,56.02837023585685,47.13244964733056,1.0136911371903552,1.0195977258378863,0.9652051448697413,0.9662306278556158,0.9548442060563125,1.093772798701094,1.0058268129520225,1.0010624508078154,1.1454987020537966,2021-02-05,2021-02-03
ABBV,2021-04-30,2021-05-03,71.95706793035822,73.87345402961624,1.0350103490651914,1.0675423334201863,0.9911635657711433,1.0080583974288935,1.006792431129254,1.1360943175750065,1.0314315546548665,1.0170454526792516,1.1284295376562603,2021-05-04,2021-04-30
ABC,2016-08-02,2016-08-03,77.74601758284595,50.31039831704389,1.041558835844411,1.0852129798392376,0.9407768864074751,0.969968401212418,0.9842345618703034,1.2092801495047516,1.0419123168970434,1.031029158163543,1.228650360750188,2016-08-04,2016-08-02
ABC,2016-11-02,2016-11-03,36.75158863030819,34.09289589651938,0.9454214322295061,0.914077836370611,0.8691995801843786,0.8348978007789154,0.8344222819901295,1.0105465519876948,0.9668469586256573,0.9605363599023058,1.2110733064048842,2016-11-04,2016-11-02
ABC,2017-01-31,2017-02-01,63.8655015865879,59.16311816735106,1.0412763344134224,1.069790226511365,0.9493077969755861,0.9699619027400873,0.9950019414393622,1.1567350092517272,1.0273835975673116,1.0217570168814618,1.1625454796383647,2017-02-02,2017-01-31
ABC,2017-05-04,2017-05-05,55.92733070456281,55.45016034048312,1.039285325885166,1.0073262190548438,0.937781355327637,0.9264299592116861,0.9441453885497989,1.079569428532697,0.969248957880645,0.9878954768598647,1.1434355784874497,2017-05-08,2017-05-04
ABC,2017-08-03,2017-08-04,22.518272456211633,31.70000771498033,0.887494257731729,0.8715703958803366,0.8286819798996635,0.8118514302121991,0.8111421293944009,0.941726937201502,0.9820575043582921,0.9796899774633663,1.1609888120403704,2017-08-07,2017-08-03
ABC,2017-11-02,2017-11-03,36.185875469464094,31.075203321131966,0.9491483669248656,0.9325676512224712,0.8898810313229107,0.8689329608200207,0.8733087168277995,1.0004541201521833,0.9825309548220431,0.9764596954361997,1.1455904434187099,2017-11-06,2017-11-02
ABC,2018-02-06,2018-02-07,42.360090686829956,39.14608708819571,0.944190667902426,0.9618015126904618,0.8965510508459039,0.9025648956635623,0.8829166051123647,1.0561654832524898,1.018651788655314,1.0067077550263137,1.196223377312149,2018-02-08,2018-02-06
ABC,2018-05-02,2018-05-03,40.77538948056473,69.43418946680575,0.940629713319702,0.9687703929894977,0.8840862628377723,0.8817627977935566,0.9060996474147975,1.0407546025498877,1.0299168517338035,0.9973719023336504,1.1486094333214627,2018-05-04,2018-05-02
